"country","year","kWh","continent"
"Bosnia and Herzegovina",1987,,"Europe"
"Botswana",1987,9.78e+08,"Africa"
"Brazil",1987,1.92755e+11,"Americas"
"British Virgin Islands",1987,,"Americas"
"Brunei",1987,9.96e+08,"Asia"
"Bulgaria",1987,43272967028.1838,"Europe"
"Burkina Faso",1987,,"Africa"
"Burundi",1987,,"Africa"
"Cambodia",1987,,"Asia"
"Cameroon",1987,2.228e+09,"Africa"
"Canada",1987,417884445236.158,"Americas"
"Cape Verde",1987,,"Africa"
"Cayman Islands",1987,,"Americas"
"Central African Republic",1987,,"Africa"
"Chad",1987,,"Africa"
"Channel Islands",1987,,
"Chile",1987,1.3331e+10,"Americas"
"China",1987,465756968078.706,"Asia"
"Christmas Island",1987,,"Oceania"
"Cocos Island",1987,,
"Colombia",1987,2.4492e+10,"Americas"
"Comoros",1987,,"Africa"
"Congo, Dem. Rep.",1987,4.598e+09,"Africa"
"Congo, Rep.",1987,3.9e+08,"Africa"
"Cook Is",1987,,"Oceania"
"Costa Rica",1987,3.303e+09,"Americas"
"Cote d'Ivoire",1987,1.825e+09,"Africa"
"Croatia",1987,,"Europe"
"Cuba",1987,1.1226e+10,"Americas"
"Cyprus",1987,1.411e+09,"Asia"
"Czech Republic",1987,56106449102.0765,"Europe"
"Czechoslovakia",1987,,
"Denmark",1987,29649071007.2744,"Europe"
"Djibouti",1987,,"Africa"
"Dominica",1987,,"Americas"
"Dominican Republic",1987,3.222e+09,"Americas"
"East Germany",1987,,
"Ecuador",1987,4.303e+09,"Americas"
"Egypt",1987,3.2255e+10,"Africa"
"El Salvador",1987,1.617e+09,"Americas"
"Equatorial Guinea",1987,,"Africa"
"Eritrea",1987,,"Africa"
"Eritrea and Ethiopia",1987,,
"Estonia",1987,,"Europe"
"Ethiopia",1987,8.81e+08,"Africa"
"Faeroe Islands",1987,,"Europe"
"Falkland Is (Malvinas)",1987,,"Americas"
"Fiji",1987,,"Oceania"
"Finland",1987,56077871482.5239,"Europe"
"France",1987,315538910528.343,"Europe"
"French Guiana",1987,,"Americas"
"French Polynesia",1987,,"Oceania"
"Gabon",1987,8.83e+08,"Africa"
"Gambia",1987,,"Africa"
"Georgia",1987,,"Asia"
"Germany",1987,519796619733.885,"Europe"
"Ghana",1987,3.891e+09,"Africa"
"Gibraltar",1987,,"Europe"
"Greece",1987,28612181902.3768,"Europe"
"Greenland",1987,,"Americas"
"Grenada",1987,,"Americas"
"Guadeloupe",1987,,"Americas"
"Guam",1987,,"Oceania"
"Guatemala",1987,1.426e+09,"Americas"
"Guernsey",1987,,"Europe"
"Guinea",1987,,"Africa"
"Guinea-Bissau",1987,,"Africa"
"Guyana",1987,,"Americas"
"Haiti",1987,3.5e+08,"Americas"
"Holy See",1987,,"Europe"
"Honduras",1987,1.482e+09,"Americas"
"Hong Kong, China",1987,21358919415.6158,"Asia"
"Hungary",1987,35836945253.3516,"Europe"
"Iceland",1987,3768932998.18188,"Europe"
"India",1987,177608999350.052,"Asia"
"Indonesia",1987,17917999897.4751,"Asia"
"Iran",1987,4.1347e+10,"Asia"
"Iraq",1987,20715462644.7715,"Asia"
"Ireland",1987,12078394633.7587,"Europe"
"Isle of Man",1987,,"Europe"
"Israel",1987,15839045021.7441,"Asia"
"Italy",1987,208125170763.414,"Europe"
"Jamaica",1987,1514544809.41036,"Americas"
"Japan",1987,682566800115.266,"Asia"
"Jersey",1987,,"Europe"
"Jordan",1987,2833173373.15531,"Asia"
"Kazakhstan",1987,,"Asia"
"Kenya",1987,2.645e+09,"Africa"
"Kiribati",1987,,"Oceania"
"North Korea",1987,2.35e+10,"Asia"
"South Korea",1987,69717401220.3247,"Asia"
"United Korea (former)
",1987,,"Asia"
"Kosovo",1987,,
"Kuwait",1987,1.6744e+10,"Asia"
"Kyrgyz Republic",1987,,"Asia"
"Lao",1987,,"Asia"
"Latvia",1987,,"Europe"
"Lebanon",1987,4.176e+09,"Asia"
"Lesotho",1987,,"Africa"
"Liberia",1987,,"Africa"
"Libya",1987,5.874e+09,"Africa"
"Liechtenstein",1987,,"Europe"
"Lithuania",1987,,"Europe"
"Luxembourg",1987,4551687406.60823,"Europe"
"Macao, China",1987,,"Asia"
"Macedonia, FYR",1987,,"Europe"
"Madagascar",1987,,"Africa"
"Malawi",1987,,"Africa"
"Malaysia",1987,1.5269e+10,"Asia"
"Maldives",1987,,"Asia"
"Mali",1987,,"Africa"
"Malta",1987,887477689.884901,"Europe"
"Marshall Islands",1987,,"Oceania"
"Martinique",1987,,"Americas"
"Mauritania",1987,,"Africa"
"Mauritius",1987,,"Africa"
"Mayotte",1987,,"Africa"
"Mexico",1987,9.0407e+10,"Americas"
"Micronesia, Fed. Sts.",1987,,"Oceania"
"Moldova",1987,,"Europe"
"Monaco",1987,,"Europe"
"Mongolia",1987,3.279e+09,"Asia"
"Montenegro",1987,,"Europe"
"Montserrat",1987,,"Americas"
"Morocco",1987,7.297e+09,"Africa"
"Mozambique",1987,5.41e+08,"Africa"
"Myanmar",1987,1.665e+09,"Asia"
"Namibia",1987,,"Africa"
"Nauru",1987,,"Oceania"
"Nepal",1987,4.93e+08,"Asia"
"Netherlands",1987,69022759784.6497,"Europe"
"Netherlands Antilles",1987,,"Americas"
"New Caledonia",1987,,"Oceania"
"New Zealand",1987,26160571092.1085,"Oceania"
"Ngorno-Karabakh",1987,,
"Nicaragua",1987,1.155e+09,"Americas"
"Niger",1987,,"Africa"
"Nigeria",1987,7.863e+09,"Africa"
"Niue",1987,,"Oceania"
"Norfolk Island",1987,,"Oceania"
"Northern Cyprus",1987,,"Asia"
"Northern Mariana Islands",1987,,"Oceania"
"Norway",1987,95408670483.8061,"Europe"
"Oman",1987,2.987e+09,"Asia"
"Pakistan",1987,2.2454e+10,"Asia"
"Palau",1987,,"Oceania"
"Panama",1987,2.233e+09,"Americas"
"Papua New Guinea",1987,,"Oceania"
"Paraguay",1987,1.497e+09,"Americas"
"Peru",1987,1.215e+10,"Americas"
"Philippines",1987,1.8304e+10,"Asia"
"Pitcairn",1987,,"Oceania"
"Poland",1987,132472933180.631,"Europe"
"Portugal",1987,20465266661.5886,"Europe"
"Puerto Rico",1987,,"Americas"
"Qatar",1987,4.151e+09,"Asia"
"Reunion",1987,,"Africa"
"Romania",1987,75260629563.5665,"Europe"
"Russia",1987,,"Europe"
"Rwanda",1987,,"Africa"
"St. Barthélemy",1987,,"Americas"
"St. Helena",1987,,"Africa"
"St. Kitts and Nevis",1987,,"Americas"
"St. Lucia",1987,,"Americas"
"St. Martin",1987,,
"St. Vincent and the Grenadines",1987,,"Americas"
"St.-Pierre-et-Miquelon",1987,,"Americas"
"Samoa",1987,,"Oceania"
"San Marino",1987,,"Europe"
"Sao Tome and Principe",1987,,"Africa"
"Saudi Arabia",1987,5.2819e+10,"Asia"
"Senegal",1987,7.11e+08,"Africa"
"Serbia",1987,,"Europe"
"Serbia and Montenegro",1987,,
"Serbia excluding Kosovo",1987,,"Europe"
"Seychelles",1987,,"Africa"
"Sierra Leone",1987,,"Africa"
"Singapore",1987,11541286897.2973,"Asia"
"Slovak Republic",1987,26431687824.2489,"Europe"
"Slovenia",1987,,"Europe"
"Solomon Islands",1987,,"Oceania"
"Somalia",1987,,"Africa"
"Somaliland",1987,,"Africa"
"South Africa",1987,149854591924.152,"Africa"
"South Ossetia",1987,,
"Spain",1987,119824867413.066,"Europe"
"Sri Lanka",1987,2326436611.18915,"Asia"
"Sudan",1987,987893555.127767,"Africa"
"Suriname",1987,,"Americas"
"Svalbard",1987,,"Europe"
"Swaziland",1987,,"Africa"
"Sweden",1987,132475720827.731,"Europe"
"Switzerland",1987,46781358295.4959,"Europe"
"Syria",1987,6.709e+09,"Asia"
"Taiwan",1987,,"Asia"
"Tajikistan",1987,,"Asia"
"Tanzania",1987,9.46e+08,"Africa"
"Thailand",1987,2.6085e+10,"Asia"
"Timor-Leste",1987,,"Asia"
"Togo",1987,2.81e+08,"Africa"
"Tokelau",1987,,"Oceania"
"Tonga",1987,,"Oceania"
"Transnistria",1987,,
"Trinidad and Tobago",1987,3.481e+09,"Americas"
"Tunisia",1987,4261271893.11365,"Africa"
"Turkey",1987,3.9407e+10,"Asia"
"Turkmenistan",1987,,"Asia"
"Turks and Caicos Islands",1987,,"Americas"
"Tuvalu",1987,,"Oceania"
"Uganda",1987,,"Africa"
"Ukraine",1987,,"Europe"
"United Arab Emirates",1987,1.2701e+10,"Asia"
"United Kingdom",1987,288447050572.893,"Europe"
"United States",1987,2677307003864.82,"Americas"
"Uruguay",1987,3.536e+09,"Americas"
"USSR",1987,,"Europe"
"Uzbekistan",1987,,"Asia"
"Wallis et Futuna",1987,,"Oceania"
"Vanuatu",1987,,"Oceania"
"Venezuela",1987,44281259612.4144,"Americas"
"West Bank and Gaza",1987,,"Asia"
"West Germany",1987,,"Europe"
"Western Sahara",1987,,"Africa"
"Vietnam",1987,5048133479.10931,"Asia"
"Virgin Islands (U.S.)",1987,,"Americas"
"North Yemen (former)",1987,,
"South Yemen (former)",1987,,
"Yemen",1987,1.041e+09,"Asia"
"Yugoslavia",1987,,
"Zambia",1987,6.517e+09,"Africa"
"Zimbabwe",1987,8.373e+09,"Africa"
"Åland",1987,,"Europe"
"South Sudan",1987,,"Africa"
"Christian",1987,,
"Coastline",1987,,
"Curaçao",1987,,"Americas"
"Sint Maarten (Dutch part)",1987,,"Americas"
"St. Martin (French part)",1987,,"Americas"
"Antarctica",1987,,
"Virgin Islands, British",1987,,"Americas"
"Hawaiian Trade Zone",1987,,
"U.S. Pacific Islands",1987,,
"Wake Island",1987,,
"Bonaire",1987,,
"Sark",1987,,
"Chinese Taipei",1987,,"Asia"
"Saint Eustatius",1987,,
"Saba",1987,,
"Abkhazia",1988,,
"Afghanistan",1988,,"Asia"
"Akrotiri and Dhekelia",1988,,
"Albania",1988,3.161e+09,"Europe"
"Algeria",1988,1.1779e+10,"Africa"
"American Samoa",1988,,"Oceania"
"Andorra",1988,,"Europe"
"Angola",1988,6.11e+08,"Africa"
"Anguilla",1988,,"Americas"
"Antigua and Barbuda",1988,,"Americas"
"Argentina",1988,4.5993e+10,"Americas"
"Armenia",1988,,"Asia"
"Aruba",1988,,"Americas"
"Australia",1988,129458422966.09,"Oceania"
"Austria",1988,43477067547.7373,"Europe"
"Azerbaijan",1988,,"Asia"
"Bahamas",1988,,"Americas"
"Bahrain",1988,2.954e+09,"Asia"
"Bangladesh",1988,4.174e+09,"Asia"
"Barbados",1988,,"Americas"
"Belarus",1988,,"Europe"
"Belgium",1988,59938597052.9802,"Europe"
"Belize",1988,,"Americas"
"Benin",1988,,"Africa"
"Bermuda",1988,,"Americas"
"Bhutan",1988,,"Asia"
"Bolivia",1988,1.617e+09,"Americas"
"Bosnia and Herzegovina",1988,,"Europe"
"Botswana",1988,8.63e+08,"Africa"
"Brazil",1988,2.03898e+11,"Americas"
"British Virgin Islands",1988,,"Americas"
"Brunei",1988,1.047e+09,"Asia"
"Bulgaria",1988,44057384857.5163,"Europe"
"Burkina Faso",1988,,"Africa"
"Burundi",1988,,"Africa"
"Cambodia",1988,,"Asia"
"Cameroon",1988,2.323e+09,"Africa"
"Canada",1988,439891169555.605,"Americas"
"Cape Verde",1988,,"Africa"
"Cayman Islands",1988,,"Americas"
"Central African Republic",1988,,"Africa"
"Chad",1988,,"Africa"
"Channel Islands",1988,,
"Chile",1988,1.4409e+10,"Americas"
"China",1988,512751891563.683,"Asia"
"Christmas Island",1988,,"Oceania"
"Cocos Island",1988,,
"Colombia",1988,2.5605e+10,"Americas"
"Comoros",1988,,"Africa"
"Congo, Dem. Rep.",1988,4.733e+09,"Africa"
"Congo, Rep.",1988,3.75e+08,"Africa"
"Cook Is",1988,,"Oceania"
"Costa Rica",1988,3.383e+09,"Americas"
"Cote d'Ivoire",1988,1.941e+09,"Africa"
"Croatia",1988,,"Europe"
"Cuba",1988,1.193e+10,"Americas"
"Cyprus",1988,1.54e+09,"Asia"
"Czech Republic",1988,56699118937.5348,"Europe"
"Czechoslovakia",1988,,
"Denmark",1988,30005544928.9952,"Europe"
"Djibouti",1988,,"Africa"
"Dominica",1988,,"Americas"
"Dominican Republic",1988,2.617e+09,"Americas"
"East Germany",1988,,
"Ecuador",1988,4.408e+09,"Americas"
"Egypt",1988,3.3914e+10,"Africa"
"El Salvador",1988,1.687e+09,"Americas"
"Equatorial Guinea",1988,,"Africa"
"Eritrea",1988,,"Africa"
"Eritrea and Ethiopia",1988,,
"Estonia",1988,,"Europe"
"Ethiopia",1988,8.64e+08,"Africa"
"Faeroe Islands",1988,,"Europe"
"Falkland Is (Malvinas)",1988,,"Americas"
"Fiji",1988,,"Oceania"
"Finland",1988,58322294128.8969,"Europe"
"France",1988,322032112977.157,"Europe"
"French Guiana",1988,,"Americas"
"French Polynesia",1988,,"Oceania"
"Gabon",1988,8.97e+08,"Africa"
"Gambia",1988,,"Africa"
"Georgia",1988,,"Asia"
"Germany",1988,530315029484.449,"Europe"
"Ghana",1988,4.226e+09,"Africa"
"Gibraltar",1988,,"Europe"
"Greece",1988,31114894963.9548,"Europe"
"Greenland",1988,,"Americas"
"Grenada",1988,,"Americas"
"Guadeloupe",1988,,"Americas"
"Guam",1988,,"Oceania"
"Guatemala",1988,1.44e+09,"Americas"
"Guernsey",1988,,"Europe"
"Guinea",1988,,"Africa"
"Guinea-Bissau",1988,,"Africa"
"Guyana",1988,,"Americas"
"Haiti",1988,3.67e+08,"Americas"
"Holy See",1988,,"Europe"
"Honduras",1988,1.58e+09,"Americas"
"Hong Kong, China",1988,22984736598.1946,"Asia"
"Hungary",1988,35733596911.1272,"Europe"
"Iceland",1988,4080500456.47473,"Europe"
"India",1988,198000999763.637,"Asia"
"Indonesia",1988,2.0916e+10,"Asia"
"Iran",1988,4.2576e+10,"Asia"
"Iraq",1988,21447908623.1713,"Asia"
"Ireland",1988,12109213398.8322,"Europe"
"Isle of Man",1988,,"Europe"
"Israel",1988,17278577078.7933,"Asia"
"Italy",1988,217406630245.819,"Europe"
"Jamaica",1988,1458008368.27364,"Americas"
"Japan",1988,717046250289.186,"Asia"
"Jersey",1988,,"Europe"
"Jordan",1988,2951299111.26187,"Asia"
"Kazakhstan",1988,,"Asia"
"Kenya",1988,2.595e+09,"Africa"
"Kiribati",1988,,"Oceania"
"North Korea",1988,2.5268e+10,"Asia"
"South Korea",1988,80942913854.1513,"Asia"
"United Korea (former)
",1988,,"Asia"
"Kosovo",1988,,
"Kuwait",1988,1.8168e+10,"Asia"
"Kyrgyz Republic",1988,,"Asia"
"Lao",1988,,"Asia"
"Latvia",1988,,"Europe"
"Lebanon",1988,3.6e+09,"Asia"
"Lesotho",1988,,"Africa"
"Liberia",1988,,"Africa"
"Libya",1988,6.476e+09,"Africa"
"Liechtenstein",1988,,"Europe"
"Lithuania",1988,,"Europe"
"Luxembourg",1988,5016798845.89637,"Europe"
"Macao, China",1988,,"Asia"
"Macedonia, FYR",1988,,"Europe"
"Madagascar",1988,,"Africa"
"Malawi",1988,,"Africa"
"Malaysia",1988,1.6974e+10,"Asia"
"Maldives",1988,,"Asia"
"Mali",1988,,"Africa"
"Malta",1988,969810292.953286,"Europe"
"Marshall Islands",1988,,"Oceania"
"Martinique",1988,,"Americas"
"Mauritania",1988,,"Africa"
"Mauritius",1988,,"Africa"
"Mayotte",1988,,"Africa"
"Mexico",1988,9.5016e+10,"Americas"
"Micronesia, Fed. Sts.",1988,,"Oceania"
"Moldova",1988,,"Europe"
"Monaco",1988,,"Europe"
"Mongolia",1988,3.458e+09,"Asia"
"Montenegro",1988,,"Europe"
"Montserrat",1988,,"Americas"
"Morocco",1988,8.149e+09,"Africa"
"Mozambique",1988,4.41e+08,"Africa"
"Myanmar",1988,1.503e+09,"Asia"
"Namibia",1988,,"Africa"
"Nauru",1988,,"Oceania"
"Nepal",1988,5.44e+08,"Asia"
"Netherlands",1988,72394448611.3029,"Europe"
"Netherlands Antilles",1988,,"Americas"
"New Caledonia",1988,,"Oceania"
"New Zealand",1988,27105755555.8263,"Oceania"
"Ngorno-Karabakh",1988,,
"Nicaragua",1988,1.164e+09,"Americas"
"Niger",1988,,"Africa"
"Nigeria",1988,7.877e+09,"Africa"
"Niue",1988,,"Oceania"
"Norfolk Island",1988,,"Oceania"
"Northern Cyprus",1988,,"Asia"
"Northern Mariana Islands",1988,,"Oceania"
"Norway",1988,96569394318.2639,"Europe"
"Oman",1988,3.322e+09,"Asia"
"Pakistan",1988,2.5919e+10,"Asia"
"Palau",1988,,"Oceania"
"Panama",1988,2.061e+09,"Americas"
"Papua New Guinea",1988,,"Oceania"
"Paraguay",1988,1.726e+09,"Americas"
"Peru",1988,1.1638e+10,"Americas"
"Philippines",1988,2.0191e+10,"Asia"
"Pitcairn",1988,,"Oceania"
"Poland",1988,134882252641.47,"Europe"
"Portugal",1988,21863700489.4402,"Europe"
"Puerto Rico",1988,,"Americas"
"Qatar",1988,4.271e+09,"Asia"
"Reunion",1988,,"Africa"
"Romania",1988,78357813658.2104,"Europe"
"Russia",1988,,"Europe"
"Rwanda",1988,,"Africa"
"St. Barthélemy",1988,,"Americas"
"St. Helena",1988,,"Africa"
"St. Kitts and Nevis",1988,,"Americas"
"St. Lucia",1988,,"Americas"
"St. Martin",1988,,
"St. Vincent and the Grenadines",1988,,"Americas"
"St.-Pierre-et-Miquelon",1988,,"Americas"
"Samoa",1988,,"Oceania"
"San Marino",1988,,"Europe"
"Sao Tome and Principe",1988,,"Africa"
"Saudi Arabia",1988,5.6615e+10,"Asia"
"Senegal",1988,7.41e+08,"Africa"
"Serbia",1988,,"Europe"
"Serbia and Montenegro",1988,,
"Serbia excluding Kosovo",1988,,"Europe"
"Seychelles",1988,,"Africa"
"Sierra Leone",1988,,"Africa"
"Singapore",1988,12671638931.8342,"Asia"
"Slovak Republic",1988,26900466089.183,"Europe"
"Slovenia",1988,,"Europe"
"Solomon Islands",1988,,"Oceania"
"Somalia",1988,,"Africa"
"Somaliland",1988,,"Africa"
"South Africa",1988,155862445418.69,"Africa"
"South Ossetia",1988,,
"Spain",1988,124844674522.054,"Europe"
"Sri Lanka",1988,2426129873.78758,"Asia"
"Sudan",1988,890058654.491671,"Africa"
"Suriname",1988,,"Americas"
"Svalbard",1988,,"Europe"
"Swaziland",1988,,"Africa"
"Sweden",1988,134424061111.797,"Europe"
"Switzerland",1988,47337173248.7678,"Europe"
"Syria",1988,7.36e+09,"Asia"
"Taiwan",1988,,"Asia"
"Tajikistan",1988,,"Asia"
"Tanzania",1988,1.061e+09,"Africa"
"Thailand",1988,2.956e+10,"Asia"
"Timor-Leste",1988,,"Asia"
"Togo",1988,2.9e+08,"Africa"
"Tokelau",1988,,"Oceania"
"Tonga",1988,,"Oceania"
"Transnistria",1988,,
"Trinidad and Tobago",1988,3.157e+09,"Americas"
"Tunisia",1988,4614468005.78154,"Africa"
"Turkey",1988,4.2121e+10,"Asia"
"Turkmenistan",1988,,"Asia"
"Turks and Caicos Islands",1988,,"Americas"
"Tuvalu",1988,,"Oceania"
"Uganda",1988,,"Africa"
"Ukraine",1988,,"Europe"
"United Arab Emirates",1988,1.3801e+10,"Asia"
"United Kingdom",1988,297753661567.659,"Europe"
"United States",1988,2806297645935.92,"Americas"
"Uruguay",1988,3.846e+09,"Americas"
"USSR",1988,,"Europe"
"Uzbekistan",1988,,"Asia"
"Wallis et Futuna",1988,,"Oceania"
"Vanuatu",1988,,"Oceania"
"Venezuela",1988,48541379151.762,"Americas"
"West Bank and Gaza",1988,,"Asia"
"West Germany",1988,,"Europe"
"Western Sahara",1988,,"Africa"
"Vietnam",1988,5608309183.17184,"Asia"
"Virgin Islands (U.S.)",1988,,"Americas"
"North Yemen (former)",1988,,
"South Yemen (former)",1988,,
"Yemen",1988,1.185e+09,"Asia"
"Yugoslavia",1988,,
"Zambia",1988,7.095e+09,"Africa"
"Zimbabwe",1988,8.452e+09,"Africa"
"Åland",1988,,"Europe"
"South Sudan",1988,,"Africa"
"Christian",1988,,
"Coastline",1988,,
"Curaçao",1988,,"Americas"
"Sint Maarten (Dutch part)",1988,,"Americas"
"St. Martin (French part)",1988,,"Americas"
"Antarctica",1988,,
"Virgin Islands, British",1988,,"Americas"
"Hawaiian Trade Zone",1988,,
"U.S. Pacific Islands",1988,,
"Wake Island",1988,,
"Bonaire",1988,,
"Sark",1988,,
"Chinese Taipei",1988,,"Asia"
"Saint Eustatius",1988,,
"Saba",1988,,
"Abkhazia",1989,,
"Afghanistan",1989,,"Asia"
"Akrotiri and Dhekelia",1989,,
"Albania",1989,3.297e+09,"Europe"
"Algeria",1989,1.3109e+10,"Africa"
"American Samoa",1989,,"Oceania"
"Andorra",1989,,"Europe"
"Angola",1989,6.14e+08,"Africa"
"Anguilla",1989,,"Americas"
"Antigua and Barbuda",1989,,"Americas"
"Argentina",1989,4.2447e+10,"Americas"
"Armenia",1989,,"Asia"
"Aruba",1989,,"Americas"
"Australia",1989,137005392481.444,"Oceania"
"Austria",1989,45005108450.9133,"Europe"
"Azerbaijan",1989,,"Asia"
"Bahamas",1989,,"Americas"
"Bahrain",1989,3.093e+09,"Asia"
"Bangladesh",1989,5.094e+09,"Asia"
"Barbados",1989,,"Americas"
"Belarus",1989,,"Europe"
"Belgium",1989,61574568636.7777,"Europe"
"Belize",1989,,"Americas"
"Benin",1989,,"Africa"
"Bermuda",1989,,"Americas"
"Bhutan",1989,,"Asia"
"Bolivia",1989,1.733e+09,"Americas"
"Bosnia and Herzegovina",1989,,"Europe"
"Botswana",1989,9.08e+08,"Africa"
"Brazil",1989,2.12166e+11,"Americas"
"British Virgin Islands",1989,,"Americas"
"Brunei",1989,1.081e+09,"Asia"
"Bulgaria",1989,44056287703.2844,"Europe"
"Burkina Faso",1989,,"Africa"
"Burundi",1989,,"Africa"
"Cambodia",1989,,"Asia"
"Cameroon",1989,2.403e+09,"Africa"
"Canada",1989,448289158414.259,"Americas"
"Cape Verde",1989,,"Africa"
"Cayman Islands",1989,,"Americas"
"Central African Republic",1989,,"Africa"
"Chad",1989,,"Africa"
"Channel Islands",1989,,
"Chile",1989,1.5785e+10,"Americas"
"China",1989,549901961929.111,"Asia"
"Christmas Island",1989,,"Oceania"
"Cocos Island",1989,,
"Colombia",1989,2.7637e+10,"Americas"
"Comoros",1989,,"Africa"
"Congo, Dem. Rep.",1989,5.672e+09,"Africa"
"Congo, Rep.",1989,3.9e+08,"Africa"
"Cook Is",1989,,"Oceania"
"Costa Rica",1989,3.272e+09,"Americas"
"Cote d'Ivoire",1989,1.849e+09,"Africa"
"Croatia",1989,,"Europe"
"Cuba",1989,1.245e+10,"Americas"
"Cyprus",1989,1.724e+09,"Asia"
"Czech Republic",1989,57445673525.7408,"Europe"
"Czechoslovakia",1989,,
"Denmark",1989,30031558280.6667,"Europe"
"Djibouti",1989,,"Africa"
"Dominica",1989,,"Americas"
"Dominican Republic",1989,2.348e+09,"Americas"
"East Germany",1989,,
"Ecuador",1989,4.455e+09,"Americas"
"Egypt",1989,3.6015e+10,"Africa"
"El Salvador",1989,1.714e+09,"Americas"
"Equatorial Guinea",1989,,"Africa"
"Eritrea",1989,,"Africa"
"Eritrea and Ethiopia",1989,,
"Estonia",1989,,"Europe"
"Ethiopia",1989,8.66e+08,"Africa"
"Faeroe Islands",1989,,"Europe"
"Falkland Is (Malvinas)",1989,,"Americas"
"Fiji",1989,,"Oceania"
"Finland",1989,59782981693.9548,"Europe"
"France",1989,330553736716.801,"Europe"
"French Guiana",1989,,"Americas"
"French Polynesia",1989,,"Oceania"
"Gabon",1989,7.71e+08,"Africa"
"Gambia",1989,,"Africa"
"Georgia",1989,,"Asia"
"Germany",1989,537512449088.125,"Europe"
"Ghana",1989,4.396e+09,"Africa"
"Gibraltar",1989,,"Europe"
"Greece",1989,32353201859.7952,"Europe"
"Greenland",1989,,"Americas"
"Grenada",1989,,"Americas"
"Guadeloupe",1989,,"Americas"
"Guam",1989,,"Oceania"
"Guatemala",1989,1.688e+09,"Americas"
"Guernsey",1989,,"Europe"
"Guinea",1989,,"Africa"
"Guinea-Bissau",1989,,"Africa"
"Guyana",1989,,"Americas"
"Haiti",1989,3.91e+08,"Americas"
"Holy See",1989,,"Europe"
"Honduras",1989,1.596e+09,"Americas"
"Hong Kong, China",1989,22525883541.7326,"Asia"
"Hungary",1989,36236199500.2919,"Europe"
"Iceland",1989,4141946225.45995,"Europe"
"India",1989,216699998987.037,"Asia"
"Indonesia",1989,24506000135.2444,"Asia"
"Iran",1989,4.7164e+10,"Asia"
"Iraq",1989,21716877916.0977,"Asia"
"Ireland",1989,12702008170.3009,"Europe"
"Isle of Man",1989,,"Europe"
"Israel",1989,18537979516.6003,"Asia"
"Italy",1989,227707142545.035,"Europe"
"Jamaica",1989,1379731629.5423,"Americas"
"Japan",1989,759862553910.621,"Asia"
"Jersey",1989,,"Europe"
"Jordan",1989,3126064554.97382,"Asia"
"Kazakhstan",1989,,"Asia"
"Kenya",1989,2.753e+09,"Africa"
"Kiribati",1989,,"Oceania"
"North Korea",1989,2.6471e+10,"Asia"
"South Korea",1989,89300042393.1336,"Asia"
"United Korea (former)
",1989,,"Asia"
"Kosovo",1989,,
"Kuwait",1989,1.9599e+10,"Asia"
"Kyrgyz Republic",1989,,"Asia"
"Lao",1989,,"Asia"
"Latvia",1989,,"Europe"
"Lebanon",1989,2.25e+09,"Asia"
"Lesotho",1989,,"Africa"
"Liberia",1989,,"Africa"
"Libya",1989,6.481e+09,"Africa"
"Liechtenstein",1989,,"Europe"
"Lithuania",1989,,"Europe"
"Luxembourg",1989,5106597427.738,"Europe"
"Macao, China",1989,,"Asia"
"Macedonia, FYR",1989,,"Europe"
"Madagascar",1989,,"Africa"
"Malawi",1989,,"Africa"
"Malaysia",1989,1.8864e+10,"Asia"
"Maldives",1989,,"Asia"
"Mali",1989,,"Africa"
"Malta",1989,1037323007.96642,"Europe"
"Marshall Islands",1989,,"Oceania"
"Martinique",1989,,"Americas"
"Mauritania",1989,,"Africa"
"Mauritius",1989,,"Africa"
"Mayotte",1989,,"Africa"
"Mexico",1989,1.01518e+11,"Americas"
"Micronesia, Fed. Sts.",1989,,"Oceania"
"Moldova",1989,,"Europe"
"Monaco",1989,,"Europe"
"Mongolia",1989,3.544e+09,"Asia"
"Montenegro",1989,,"Europe"
"Montserrat",1989,,"Americas"
"Morocco",1989,8.174e+09,"Africa"
"Mozambique",1989,5.08e+08,"Africa"
"Myanmar",1989,1.638e+09,"Asia"
"Namibia",1989,,"Africa"
"Nauru",1989,,"Oceania"
"Nepal",1989,6.03e+08,"Asia"
"Netherlands",1989,74750485259.8242,"Europe"
"Netherlands Antilles",1989,,"Americas"
"New Caledonia",1989,,"Oceania"
"New Zealand",1989,28450713245.9384,"Oceania"
"Ngorno-Karabakh",1989,,
"Nicaragua",1989,1.311e+09,"Americas"
"Niger",1989,,"Africa"
"Nigeria",1989,9.007e+09,"Africa"
"Niue",1989,,"Oceania"
"Norfolk Island",1989,,"Oceania"
"Northern Cyprus",1989,,"Asia"
"Northern Mariana Islands",1989,,"Oceania"
"Norway",1989,96495942198.7882,"Europe"
"Oman",1989,3.458e+09,"Asia"
"Pakistan",1989,27652000254.5722,"Asia"
"Palau",1989,,"Oceania"
"Panama",1989,2.011e+09,"Americas"
"Papua New Guinea",1989,,"Oceania"
"Paraguay",1989,1.837e+09,"Americas"
"Peru",1989,1.1832e+10,"Americas"
"Philippines",1989,2.1776e+10,"Asia"
"Pitcairn",1989,,"Oceania"
"Poland",1989,134214025825.33,"Europe"
"Portugal",1989,23803746686.6567,"Europe"
"Puerto Rico",1989,,"Americas"
"Qatar",1989,4.394e+09,"Asia"
"Reunion",1989,,"Africa"
"Romania",1989,79089903715.8196,"Europe"
